都道府県,開始日,終了日,救急搬送困難事案数
宮城県,"2021-04-12","2021-04-18",36
秋田県,"2021-04-12","2021-04-18",0
山形県,"2021-04-12","2021-04-18",7
福島県,"2021-04-12","2021-04-18",4
茨城県,"2021-04-12","2021-04-18",10
栃木県,"2021-04-12","2021-04-18",4
群馬県,"2021-04-12","2021-04-18",0
埼玉県,"2021-04-12","2021-04-18",53
千葉県,"2021-04-12","2021-04-18",71
東京都,"2021-04-12","2021-04-18",686
神奈川県,"2021-04-12","2021-04-18",99
新潟県,"2021-04-12","2021-04-18",12
富山県,"2021-04-12","2021-04-18",0
石川県,"2021-04-12","2021-04-18",4
福井県,"2021-04-12","2021-04-18",0
山梨県,"2021-04-12","2021-04-18",6
長野県,"2021-04-12","2021-04-18",0
岐阜県,"2021-04-12","2021-04-18",0
静岡県,"2021-04-12","2021-04-18",7
愛知県,"2021-04-12","2021-04-18",14
三重県,"2021-04-12","2021-04-18",0
滋賀県,"2021-04-12","2021-04-18",0
京都府,"2021-04-12","2021-04-18",18
大阪府,"2021-04-12","2021-04-18",316
兵庫県,"2021-04-12","2021-04-18",57
奈良県,"2021-04-12","2021-04-18",10
和歌山県,"2021-04-12","2021-04-18",1
鳥取県,"2021-04-12","2021-04-18",0
島根県,"2021-04-12","2021-04-18",0
岡山県,"2021-04-12","2021-04-18",6
広島県,"2021-04-12","2021-04-18",32
山口県,"2021-04-12","2021-04-18",0
徳島県,"2021-04-12","2021-04-18",12
香川県,"2021-04-12","2021-04-18",3
愛媛県,"2021-04-12","2021-04-18",1
高知県,"2021-04-12","2021-04-18",2
福岡県,"2021-04-12","2021-04-18",14
佐賀県,"2021-04-12","2021-04-18",1
長崎県,"2021-04-12","2021-04-18",3
熊本県,"2021-04-12","2021-04-18",12
大分県,"2021-04-12","2021-04-18",7
宮崎県,"2021-04-12","2021-04-18",8
鹿児島県,"2021-04-12","2021-04-18",0
沖縄県,"2021-04-12","2021-04-18",1
北海道,"2021-04-19","2021-04-25",102
青森県,"2021-04-19","2021-04-25",1
岩手県,"2021-04-19","2021-04-25",3
宮城県,"2021-04-19","2021-04-25",44
秋田県,"2021-04-19","2021-04-25",0
山形県,"2021-04-19","2021-04-25",6
福島県,"2021-04-19","2021-04-25",5
茨城県,"2021-04-19","2021-04-25",7
栃木県,"2021-04-19","2021-04-25",6
群馬県,"2021-04-19","2021-04-25",1
埼玉県,"2021-04-19","2021-04-25",40
千葉県,"2021-04-19","2021-04-25",65
東京都,"2021-04-19","2021-04-25",832
神奈川県,"2021-04-19","2021-04-25",108
新潟県,"2021-04-19","2021-04-25",11
富山県,"2021-04-19","2021-04-25",0
石川県,"2021-04-19","2021-04-25",8
福井県,"2021-04-19","2021-04-25",0
山梨県,"2021-04-19","2021-04-25",5
長野県,"2021-04-19","2021-04-25",1
岐阜県,"2021-04-19","2021-04-25",0
静岡県,"2021-04-19","2021-04-25",5
愛知県,"2021-04-19","2021-04-25",30
三重県,"2021-04-19","2021-04-25",1
滋賀県,"2021-04-19","2021-04-25",0
京都府,"2021-04-19","2021-04-25",38
大阪府,"2021-04-19","2021-04-25",334
兵庫県,"2021-04-19","2021-04-25",55
奈良県,"2021-04-19","2021-04-25",13
和歌山県,"2021-04-19","2021-04-25",3
鳥取県,"2021-04-19","2021-04-25",0
島根県,"2021-04-19","2021-04-25",0
岡山県,"2021-04-19","2021-04-25",6
広島県,"2021-04-19","2021-04-25",27
山口県,"2021-04-19","2021-04-25",1
徳島県,"2021-04-19","2021-04-25",8
香川県,"2021-04-19","2021-04-25",3
愛媛県,"2021-04-19","2021-04-25",0
高知県,"2021-04-19","2021-04-25",4
福岡県,"2021-04-19","2021-04-25",19
佐賀県,"2021-04-19","2021-04-25",3
長崎県,"2021-04-19","2021-04-25",4
熊本県,"2021-04-19","2021-04-25",9
大分県,"2021-04-19","2021-04-25",7
宮崎県,"2021-04-19","2021-04-25",10
鹿児島県,"2021-04-19","2021-04-25",2
沖縄県,"2021-04-19","2021-04-25",1
北海道,"2021-04-26","2021-05-02",117
青森県,"2021-04-26","2021-05-02",0
岩手県,"2021-04-26","2021-05-02",1
宮城県,"2021-04-26","2021-05-02",46
秋田県,"2021-04-26","2021-05-02",0
山形県,"2021-04-26","2021-05-02",6
福島県,"2021-04-26","2021-05-02",1
茨城県,"2021-04-26","2021-05-02",7
栃木県,"2021-04-26","2021-05-02",6
群馬県,"2021-04-26","2021-05-02",0
埼玉県,"2021-04-26","2021-05-02",54
千葉県,"2021-04-26","2021-05-02",77
東京都,"2021-04-26","2021-05-02",769
神奈川県,"2021-04-26","2021-05-02",102
新潟県,"2021-04-26","2021-05-02",1
富山県,"2021-04-26","2021-05-02",0
石川県,"2021-04-26","2021-05-02",5
福井県,"2021-04-26","2021-05-02",0
山梨県,"2021-04-26","2021-05-02",3
長野県,"2021-04-26","2021-05-02",0
岐阜県,"2021-04-26","2021-05-02",0
静岡県,"2021-04-26","2021-05-02",4
愛知県,"2021-04-26","2021-05-02",16
三重県,"2021-04-26","2021-05-02",0
滋賀県,"2021-04-26","2021-05-02",1
京都府,"2021-04-26","2021-05-02",23
大阪府,"2021-04-26","2021-05-02",380
兵庫県,"2021-04-26","2021-05-02",63
奈良県,"2021-04-26","2021-05-02",5
和歌山県,"2021-04-26","2021-05-02",5
鳥取県,"2021-04-26","2021-05-02",0
島根県,"2021-04-26","2021-05-02",0
岡山県,"2021-04-26","2021-05-02",12
広島県,"2021-04-26","2021-05-02",34
山口県,"2021-04-26","2021-05-02",1
徳島県,"2021-04-26","2021-05-02",14
香川県,"2021-04-26","2021-05-02",8
愛媛県,"2021-04-26","2021-05-02",3
高知県,"2021-04-26","2021-05-02",0
福岡県,"2021-04-26","2021-05-02",39
佐賀県,"2021-04-26","2021-05-02",3
長崎県,"2021-04-26","2021-05-02",8
熊本県,"2021-04-26","2021-05-02",6
大分県,"2021-04-26","2021-05-02",11
宮崎県,"2021-04-26","2021-05-02",5
鹿児島県,"2021-04-26","2021-05-02",1
沖縄県,"2021-04-26","2021-05-02",0
北海道,"2021-05-03","2021-05-09",135
青森県,"2021-05-03","2021-05-09",0
岩手県,"2021-05-03","2021-05-09",6
宮城県,"2021-05-03","2021-05-09",58
秋田県,"2021-05-03","2021-05-09",0
山形県,"2021-05-03","2021-05-09",13
福島県,"2021-05-03","2021-05-09",2
茨城県,"2021-05-03","2021-05-09",10
栃木県,"2021-05-03","2021-05-09",3
群馬県,"2021-05-03","2021-05-09",0
埼玉県,"2021-05-03","2021-05-09",64
千葉県,"2021-05-03","2021-05-09",112
東京都,"2021-05-03","2021-05-09",813
神奈川県,"2021-05-03","2021-05-09",134
新潟県,"2021-05-03","2021-05-09",10
富山県,"2021-05-03","2021-05-09",0
石川県,"2021-05-03","2021-05-09",11
福井県,"2021-05-03","2021-05-09",0
山梨県,"2021-05-03","2021-05-09",7
長野県,"2021-05-03","2021-05-09",1
岐阜県,"2021-05-03","2021-05-09",1
静岡県,"2021-05-03","2021-05-09",2
愛知県,"2021-05-03","2021-05-09",24
三重県,"2021-05-03","2021-05-09",0
滋賀県,"2021-05-03","2021-05-09",1
京都府,"2021-05-03","2021-05-09",52
大阪府,"2021-05-03","2021-05-09",372
兵庫県,"2021-05-03","2021-05-09",57
奈良県,"2021-05-03","2021-05-09",8
和歌山県,"2021-05-03","2021-05-09",1
鳥取県,"2021-05-03","2021-05-09",0
島根県,"2021-05-03","2021-05-09",0
岡山県,"2021-05-03","2021-05-09",13
広島県,"2021-05-03","2021-05-09",42
山口県,"2021-05-03","2021-05-09",1
徳島県,"2021-05-03","2021-05-09",5
香川県,"2021-05-03","2021-05-09",3
愛媛県,"2021-05-03","2021-05-09",0
高知県,"2021-05-03","2021-05-09",3
福岡県,"2021-05-03","2021-05-09",53
佐賀県,"2021-05-03","2021-05-09",7
長崎県,"2021-05-03","2021-05-09",4
熊本県,"2021-05-03","2021-05-09",12
大分県,"2021-05-03","2021-05-09",10
宮崎県,"2021-05-03","2021-05-09",10
鹿児島県,"2021-05-03","2021-05-09",3
沖縄県,"2021-05-03","2021-05-09",1
北海道,"2021-05-10","2021-05-16",116
青森県,"2021-05-10","2021-05-16",0
岩手県,"2021-05-10","2021-05-16",3
宮城県,"2021-05-10","2021-05-16",48
秋田県,"2021-05-10","2021-05-16",0
山形県,"2021-05-10","2021-05-16",6
福島県,"2021-05-10","2021-05-16",3
茨城県,"2021-05-10","2021-05-16",13
栃木県,"2021-05-10","2021-05-16",11
群馬県,"2021-05-10","2021-05-16",0
埼玉県,"2021-05-10","2021-05-16",60
千葉県,"2021-05-10","2021-05-16",73
東京都,"2021-05-10","2021-05-16",748
神奈川県,"2021-05-10","2021-05-16",125
新潟県,"2021-05-10","2021-05-16",10
富山県,"2021-05-10","2021-05-16",2
石川県,"2021-05-10","2021-05-16",8
福井県,"2021-05-10","2021-05-16",0
山梨県,"2021-05-10","2021-05-16",12
長野県,"2021-05-10","2021-05-16",0
岐阜県,"2021-05-10","2021-05-16",0
静岡県,"2021-05-10","2021-05-16",3
愛知県,"2021-05-10","2021-05-16",32
三重県,"2021-05-10","2021-05-16",0
滋賀県,"2021-05-10","2021-05-16",0
京都府,"2021-05-10","2021-05-16",30
大阪府,"2021-05-10","2021-05-16",284
兵庫県,"2021-05-10","2021-05-16",69
奈良県,"2021-05-10","2021-05-16",3
和歌山県,"2021-05-10","2021-05-16",4
鳥取県,"2021-05-10","2021-05-16",0
島根県,"2021-05-10","2021-05-16",0
岡山県,"2021-05-10","2021-05-16",10
広島県,"2021-05-10","2021-05-16",28
山口県,"2021-05-10","2021-05-16",2
徳島県,"2021-05-10","2021-05-16",5
香川県,"2021-05-10","2021-05-16",5
愛媛県,"2021-05-10","2021-05-16",0
高知県,"2021-05-10","2021-05-16",1
福岡県,"2021-05-10","2021-05-16",47
佐賀県,"2021-05-10","2021-05-16",6
長崎県,"2021-05-10","2021-05-16",8
熊本県,"2021-05-10","2021-05-16",7
大分県,"2021-05-10","2021-05-16",13
宮崎県,"2021-05-10","2021-05-16",6
鹿児島県,"2021-05-10","2021-05-16",1
沖縄県,"2021-05-10","2021-05-16",2
北海道,"2021-05-17","2021-05-23",127
青森県,"2021-05-17","2021-05-23",0
岩手県,"2021-05-17","2021-05-23",5
宮城県,"2021-05-17","2021-05-23",44
秋田県,"2021-05-17","2021-05-23",0
山形県,"2021-05-17","2021-05-23",9
福島県,"2021-05-17","2021-05-23",3
茨城県,"2021-05-17","2021-05-23",2
栃木県,"2021-05-17","2021-05-23",2
群馬県,"2021-05-17","2021-05-23",0
埼玉県,"2021-05-17","2021-05-23",47
千葉県,"2021-05-17","2021-05-23",86
東京都,"2021-05-17","2021-05-23",684
神奈川県,"2021-05-17","2021-05-23",93
新潟県,"2021-05-17","2021-05-23",11
富山県,"2021-05-17","2021-05-23",0
石川県,"2021-05-17","2021-05-23",4
福井県,"2021-05-17","2021-05-23",0
山梨県,"2021-05-17","2021-05-23",9
長野県,"2021-05-17","2021-05-23",0
岐阜県,"2021-05-17","2021-05-23",0
静岡県,"2021-05-17","2021-05-23",9
愛知県,"2021-05-17","2021-05-23",30
三重県,"2021-05-17","2021-05-23",0
滋賀県,"2021-05-17","2021-05-23",0
京都府,"2021-05-17","2021-05-23",29
大阪府,"2021-05-17","2021-05-23",259
兵庫県,"2021-05-17","2021-05-23",40
奈良県,"2021-05-17","2021-05-23",3
和歌山県,"2021-05-17","2021-05-23",8
鳥取県,"2021-05-17","2021-05-23",0
島根県,"2021-05-17","2021-05-23",0
岡山県,"2021-05-17","2021-05-23",7
広島県,"2021-05-17","2021-05-23",55
山口県,"2021-05-17","2021-05-23",4
徳島県,"2021-05-17","2021-05-23",2
香川県,"2021-05-17","2021-05-23",2
愛媛県,"2021-05-17","2021-05-23",2
高知県,"2021-05-17","2021-05-23",6
福岡県,"2021-05-17","2021-05-23",38
佐賀県,"2021-05-17","2021-05-23",3
長崎県,"2021-05-17","2021-05-23",2
熊本県,"2021-05-17","2021-05-23",11
大分県,"2021-05-17","2021-05-23",13
宮崎県,"2021-05-17","2021-05-23",7
鹿児島県,"2021-05-17","2021-05-23",1
沖縄県,"2021-05-17","2021-05-23",1
北海道,"2021-05-24","2021-05-30",120
青森県,"2021-05-24","2021-05-30",0
岩手県,"2021-05-24","2021-05-30",1
宮城県,"2021-05-24","2021-05-30",51
秋田県,"2021-05-24","2021-05-30",0
山形県,"2021-05-24","2021-05-30",1
福島県,"2021-05-24","2021-05-30",6
茨城県,"2021-05-24","2021-05-30",10
栃木県,"2021-05-24","2021-05-30",7
群馬県,"2021-05-24","2021-05-30",1
埼玉県,"2021-05-24","2021-05-30",45
千葉県,"2021-05-24","2021-05-30",56
東京都,"2021-05-24","2021-05-30",610
神奈川県,"2021-05-24","2021-05-30",89
新潟県,"2021-05-24","2021-05-30",9
富山県,"2021-05-24","2021-05-30",1
石川県,"2021-05-24","2021-05-30",3
福井県,"2021-05-24","2021-05-30",0
山梨県,"2021-05-24","2021-05-30",4
長野県,"2021-05-24","2021-05-30",0
岐阜県,"2021-05-24","2021-05-30",0
静岡県,"2021-05-24","2021-05-30",10
愛知県,"2021-05-24","2021-05-30",16
三重県,"2021-05-24","2021-05-30",0
滋賀県,"2021-05-24","2021-05-30",1
京都府,"2021-05-24","2021-05-30",15
大阪府,"2021-05-24","2021-05-30",216
兵庫県,"2021-05-24","2021-05-30",63
奈良県,"2021-05-24","2021-05-30",4
和歌山県,"2021-05-24","2021-05-30",3
鳥取県,"2021-05-24","2021-05-30",1
島根県,"2021-05-24","2021-05-30",0
岡山県,"2021-05-24","2021-05-30",1
広島県,"2021-05-24","2021-05-30",33
山口県,"2021-05-24","2021-05-30",1
徳島県,"2021-05-24","2021-05-30",5
香川県,"2021-05-24","2021-05-30",10
愛媛県,"2021-05-24","2021-05-30",1
高知県,"2021-05-24","2021-05-30",4
福岡県,"2021-05-24","2021-05-30",25
佐賀県,"2021-05-24","2021-05-30",2
長崎県,"2021-05-24","2021-05-30",8
熊本県,"2021-05-24","2021-05-30",8
大分県,"2021-05-24","2021-05-30",8
宮崎県,"2021-05-24","2021-05-30",7
鹿児島県,"2021-05-24","2021-05-30",1
沖縄県,"2021-05-24","2021-05-30",0
北海道,"2021-05-31","2021-06-06",96
青森県,"2021-05-31","2021-06-06",0
岩手県,"2021-05-31","2021-06-06",7
宮城県,"2021-05-31","2021-06-06",47
秋田県,"2021-05-31","2021-06-06",0
山形県,"2021-05-31","2021-06-06",7
福島県,"2021-05-31","2021-06-06",3
茨城県,"2021-05-31","2021-06-06",12
栃木県,"2021-05-31","2021-06-06",7
群馬県,"2021-05-31","2021-06-06",1
埼玉県,"2021-05-31","2021-06-06",25
千葉県,"2021-05-31","2021-06-06",66
東京都,"2021-05-31","2021-06-06",611
神奈川県,"2021-05-31","2021-06-06",89
新潟県,"2021-05-31","2021-06-06",4
富山県,"2021-05-31","2021-06-06",2
石川県,"2021-05-31","2021-06-06",6
福井県,"2021-05-31","2021-06-06",1
山梨県,"2021-05-31","2021-06-06",4
長野県,"2021-05-31","2021-06-06",0
岐阜県,"2021-05-31","2021-06-06",0
静岡県,"2021-05-31","2021-06-06",5
愛知県,"2021-05-31","2021-06-06",19
三重県,"2021-05-31","2021-06-06",2
滋賀県,"2021-05-31","2021-06-06",0
京都府,"2021-05-31","2021-06-06",17
大阪府,"2021-05-31","2021-06-06",177
兵庫県,"2021-05-31","2021-06-06",46
奈良県,"2021-05-31","2021-06-06",2
和歌山県,"2021-05-31","2021-06-06",0
鳥取県,"2021-05-31","2021-06-06",0
島根県,"2021-05-31","2021-06-06",0
岡山県,"2021-05-31","2021-06-06",5
広島県,"2021-05-31","2021-06-06",30
山口県,"2021-05-31","2021-06-06",2
徳島県,"2021-05-31","2021-06-06",1
香川県,"2021-05-31","2021-06-06",3
愛媛県,"2021-05-31","2021-06-06",3
高知県,"2021-05-31","2021-06-06",5
福岡県,"2021-05-31","2021-06-06",17
佐賀県,"2021-05-31","2021-06-06",4
長崎県,"2021-05-31","2021-06-06",11
熊本県,"2021-05-31","2021-06-06",3
大分県,"2021-05-31","2021-06-06",6
宮崎県,"2021-05-31","2021-06-06",4
鹿児島県,"2021-05-31","2021-06-06",3
沖縄県,"2021-05-31","2021-06-06",0
北海道,"2021-06-07","2021-06-13",90
青森県,"2021-06-07","2021-06-13",1
岩手県,"2021-06-07","2021-06-13",5
宮城県,"2021-06-07","2021-06-13",30
秋田県,"2021-06-07","2021-06-13",0
山形県,"2021-06-07","2021-06-13",4
福島県,"2021-06-07","2021-06-13",3
茨城県,"2021-06-07","2021-06-13",9
栃木県,"2021-06-07","2021-06-13",8
群馬県,"2021-06-07","2021-06-13",0
埼玉県,"2021-06-07","2021-06-13",45
千葉県,"2021-06-07","2021-06-13",63
東京都,"2021-06-07","2021-06-13",563
神奈川県,"2021-06-07","2021-06-13",81
新潟県,"2021-06-07","2021-06-13",1
富山県,"2021-06-07","2021-06-13",1
石川県,"2021-06-07","2021-06-13",5
福井県,"2021-06-07","2021-06-13",0
山梨県,"2021-06-07","2021-06-13",7
長野県,"2021-06-07","2021-06-13",0
岐阜県,"2021-06-07","2021-06-13",0
静岡県,"2021-06-07","2021-06-13",5
愛知県,"2021-06-07","2021-06-13",14
三重県,"2021-06-07","2021-06-13",0
滋賀県,"2021-06-07","2021-06-13",1
京都府,"2021-06-07","2021-06-13",18
大阪府,"2021-06-07","2021-06-13",172
兵庫県,"2021-06-07","2021-06-13",27
奈良県,"2021-06-07","2021-06-13",5
和歌山県,"2021-06-07","2021-06-13",2
鳥取県,"2021-06-07","2021-06-13",0
島根県,"2021-06-07","2021-06-13",1
岡山県,"2021-06-07","2021-06-13",5
広島県,"2021-06-07","2021-06-13",34
山口県,"2021-06-07","2021-06-13",2
徳島県,"2021-06-07","2021-06-13",4
香川県,"2021-06-07","2021-06-13",3
愛媛県,"2021-06-07","2021-06-13",2
高知県,"2021-06-07","2021-06-13",6
福岡県,"2021-06-07","2021-06-13",11
佐賀県,"2021-06-07","2021-06-13",2
長崎県,"2021-06-07","2021-06-13",4
熊本県,"2021-06-07","2021-06-13",8
大分県,"2021-06-07","2021-06-13",8
宮崎県,"2021-06-07","2021-06-13",5
鹿児島県,"2021-06-07","2021-06-13",0
沖縄県,"2021-06-07","2021-06-13",2
北海道,"2021-06-14","2021-06-20",86
青森県,"2021-06-14","2021-06-20",0
岩手県,"2021-06-14","2021-06-20",5
宮城県,"2021-06-14","2021-06-20",37
秋田県,"2021-06-14","2021-06-20",0
山形県,"2021-06-14","2021-06-20",3
福島県,"2021-06-14","2021-06-20",2
茨城県,"2021-06-14","2021-06-20",5
栃木県,"2021-06-14","2021-06-20",5
群馬県,"2021-06-14","2021-06-20",0
埼玉県,"2021-06-14","2021-06-20",44
千葉県,"2021-06-14","2021-06-20",76
東京都,"2021-06-14","2021-06-20",554
神奈川県,"2021-06-14","2021-06-20",92
新潟県,"2021-06-14","2021-06-20",11
富山県,"2021-06-14","2021-06-20",0
石川県,"2021-06-14","2021-06-20",2
福井県,"2021-06-14","2021-06-20",0
山梨県,"2021-06-14","2021-06-20",7
長野県,"2021-06-14","2021-06-20",0
岐阜県,"2021-06-14","2021-06-20",0
静岡県,"2021-06-14","2021-06-20",5
愛知県,"2021-06-14","2021-06-20",13
三重県,"2021-06-14","2021-06-20",1
滋賀県,"2021-06-14","2021-06-20",0
京都府,"2021-06-14","2021-06-20",19
大阪府,"2021-06-14","2021-06-20",161
兵庫県,"2021-06-14","2021-06-20",13
奈良県,"2021-06-14","2021-06-20",1
和歌山県,"2021-06-14","2021-06-20",2
鳥取県,"2021-06-14","2021-06-20",0
島根県,"2021-06-14","2021-06-20",0
岡山県,"2021-06-14","2021-06-20",5
広島県,"2021-06-14","2021-06-20",31
山口県,"2021-06-14","2021-06-20",1
徳島県,"2021-06-14","2021-06-20",4
香川県,"2021-06-14","2021-06-20",9
愛媛県,"2021-06-14","2021-06-20",2
高知県,"2021-06-14","2021-06-20",4
福岡県,"2021-06-14","2021-06-20",7
佐賀県,"2021-06-14","2021-06-20",2
長崎県,"2021-06-14","2021-06-20",7
熊本県,"2021-06-14","2021-06-20",6
大分県,"2021-06-14","2021-06-20",12
宮崎県,"2021-06-14","2021-06-20",8
鹿児島県,"2021-06-14","2021-06-20",1
沖縄県,"2021-06-14","2021-06-20",1
北海道,"2021-06-21","2021-06-27",73
青森県,"2021-06-21","2021-06-27",1
岩手県,"2021-06-21","2021-06-27",2
宮城県,"2021-06-21","2021-06-27",34
秋田県,"2021-06-21","2021-06-27",0
山形県,"2021-06-21","2021-06-27",9
福島県,"2021-06-21","2021-06-27",2
茨城県,"2021-06-21","2021-06-27",14
栃木県,"2021-06-21","2021-06-27",2
群馬県,"2021-06-21","2021-06-27",0
埼玉県,"2021-06-21","2021-06-27",30
千葉県,"2021-06-21","2021-06-27",63
東京都,"2021-06-21","2021-06-27",630
神奈川県,"2021-06-21","2021-06-27",84
新潟県,"2021-06-21","2021-06-27",7
富山県,"2021-06-21","2021-06-27",0
石川県,"2021-06-21","2021-06-27",2
福井県,"2021-06-21","2021-06-27",0
山梨県,"2021-06-21","2021-06-27",9
長野県,"2021-06-21","2021-06-27",0
岐阜県,"2021-06-21","2021-06-27",0
静岡県,"2021-06-21","2021-06-27",12
愛知県,"2021-06-21","2021-06-27",16
三重県,"2021-06-21","2021-06-27",0
滋賀県,"2021-06-21","2021-06-27",0
京都府,"2021-06-21","2021-06-27",10
大阪府,"2021-06-21","2021-06-27",166
兵庫県,"2021-06-21","2021-06-27",24
奈良県,"2021-06-21","2021-06-27",2
和歌山県,"2021-06-21","2021-06-27",0
鳥取県,"2021-06-21","2021-06-27",0
島根県,"2021-06-21","2021-06-27",0
岡山県,"2021-06-21","2021-06-27",2
広島県,"2021-06-21","2021-06-27",27
山口県,"2021-06-21","2021-06-27",0
徳島県,"2021-06-21","2021-06-27",4
香川県,"2021-06-21","2021-06-27",10
愛媛県,"2021-06-21","2021-06-27",2
高知県,"2021-06-21","2021-06-27",0
福岡県,"2021-06-21","2021-06-27",8
佐賀県,"2021-06-21","2021-06-27",0
長崎県,"2021-06-21","2021-06-27",7
熊本県,"2021-06-21","2021-06-27",7
大分県,"2021-06-21","2021-06-27",3
宮崎県,"2021-06-21","2021-06-27",7
鹿児島県,"2021-06-21","2021-06-27",3
沖縄県,"2021-06-21","2021-06-27",0
北海道,"2021-06-28","2021-07-04",49
青森県,"2021-06-28","2021-07-04",0
岩手県,"2021-06-28","2021-07-04",4
宮城県,"2021-06-28","2021-07-04",21
秋田県,"2021-06-28","2021-07-04",0
山形県,"2021-06-28","2021-07-04",5
福島県,"2021-06-28","2021-07-04",3
茨城県,"2021-06-28","2021-07-04",6
栃木県,"2021-06-28","2021-07-04",11
群馬県,"2021-06-28","2021-07-04",0
埼玉県,"2021-06-28","2021-07-04",33
千葉県,"2021-06-28","2021-07-04",60
東京都,"2021-06-28","2021-07-04",522
神奈川県,"2021-06-28","2021-07-04",80
新潟県,"2021-06-28","2021-07-04",7
富山県,"2021-06-28","2021-07-04",0
石川県,"2021-06-28","2021-07-04",5
福井県,"2021-06-28","2021-07-04",0
山梨県,"2021-06-28","2021-07-04",6
長野県,"2021-06-28","2021-07-04",0
岐阜県,"2021-06-28","2021-07-04",0
静岡県,"2021-06-28","2021-07-04",4
愛知県,"2021-06-28","2021-07-04",19
三重県,"2021-06-28","2021-07-04",0
滋賀県,"2021-06-28","2021-07-04",0
京都府,"2021-06-28","2021-07-04",14
大阪府,"2021-06-28","2021-07-04",159
兵庫県,"2021-06-28","2021-07-04",18
奈良県,"2021-06-28","2021-07-04",4
和歌山県,"2021-06-28","2021-07-04",4
鳥取県,"2021-06-28","2021-07-04",0
島根県,"2021-06-28","2021-07-04",0
岡山県,"2021-06-28","2021-07-04",4
広島県,"2021-06-28","2021-07-04",32
山口県,"2021-06-28","2021-07-04",3
徳島県,"2021-06-28","2021-07-04",3
香川県,"2021-06-28","2021-07-04",1
愛媛県,"2021-06-28","2021-07-04",3
高知県,"2021-06-28","2021-07-04",5
福岡県,"2021-06-28","2021-07-04",10
佐賀県,"2021-06-28","2021-07-04",4
長崎県,"2021-06-28","2021-07-04",3
熊本県,"2021-06-28","2021-07-04",6
大分県,"2021-06-28","2021-07-04",3
宮崎県,"2021-06-28","2021-07-04",3
鹿児島県,"2021-06-28","2021-07-04",1
沖縄県,"2021-06-28","2021-07-04",0
北海道,"2021-07-05","2021-07-11",56
青森県,"2021-07-05","2021-07-11",0
岩手県,"2021-07-05","2021-07-11",6
宮城県,"2021-07-05","2021-07-11",43
秋田県,"2021-07-05","2021-07-11",0
山形県,"2021-07-05","2021-07-11",2
福島県,"2021-07-05","2021-07-11",1
茨城県,"2021-07-05","2021-07-11",7
栃木県,"2021-07-05","2021-07-11",7
群馬県,"2021-07-05","2021-07-11",0
埼玉県,"2021-07-05","2021-07-11",35
千葉県,"2021-07-05","2021-07-11",70
東京都,"2021-07-05","2021-07-11",729
神奈川県,"2021-07-05","2021-07-11",112
新潟県,"2021-07-05","2021-07-11",4
富山県,"2021-07-05","2021-07-11",0
石川県,"2021-07-05","2021-07-11",6
福井県,"2021-07-05","2021-07-11",0
山梨県,"2021-07-05","2021-07-11",9
長野県,"2021-07-05","2021-07-11",0
岐阜県,"2021-07-05","2021-07-11",0
静岡県,"2021-07-05","2021-07-11",3
愛知県,"2021-07-05","2021-07-11",10
三重県,"2021-07-05","2021-07-11",0
滋賀県,"2021-07-05","2021-07-11",0
京都府,"2021-07-05","2021-07-11",12
大阪府,"2021-07-05","2021-07-11",184
兵庫県,"2021-07-05","2021-07-11",11
奈良県,"2021-07-05","2021-07-11",4
和歌山県,"2021-07-05","2021-07-11",1
鳥取県,"2021-07-05","2021-07-11",0
島根県,"2021-07-05","2021-07-11",0
岡山県,"2021-07-05","2021-07-11",3
広島県,"2021-07-05","2021-07-11",16
山口県,"2021-07-05","2021-07-11",2
徳島県,"2021-07-05","2021-07-11",4
香川県,"2021-07-05","2021-07-11",3
愛媛県,"2021-07-05","2021-07-11",2
高知県,"2021-07-05","2021-07-11",4
福岡県,"2021-07-05","2021-07-11",13
佐賀県,"2021-07-05","2021-07-11",3
長崎県,"2021-07-05","2021-07-11",3
熊本県,"2021-07-05","2021-07-11",7
大分県,"2021-07-05","2021-07-11",8
宮崎県,"2021-07-05","2021-07-11",9
鹿児島県,"2021-07-05","2021-07-11",0
沖縄県,"2021-07-05","2021-07-11",1
北海道,"2021-07-12","2021-07-18",83
青森県,"2021-07-12","2021-07-18",0
岩手県,"2021-07-12","2021-07-18",11
宮城県,"2021-07-12","2021-07-18",58
秋田県,"2021-07-12","2021-07-18",0
山形県,"2021-07-12","2021-07-18",3
福島県,"2021-07-12","2021-07-18",4
茨城県,"2021-07-12","2021-07-18",11
栃木県,"2021-07-12","2021-07-18",7
群馬県,"2021-07-12","2021-07-18",0
埼玉県,"2021-07-12","2021-07-18",33
千葉県,"2021-07-12","2021-07-18",64
東京都,"2021-07-12","2021-07-18",836
神奈川県,"2021-07-12","2021-07-18",113
新潟県,"2021-07-12","2021-07-18",8
富山県,"2021-07-12","2021-07-18",0
石川県,"2021-07-12","2021-07-18",5
福井県,"2021-07-12","2021-07-18",1
山梨県,"2021-07-12","2021-07-18",5
長野県,"2021-07-12","2021-07-18",0
岐阜県,"2021-07-12","2021-07-18",1
静岡県,"2021-07-12","2021-07-18",4
愛知県,"2021-07-12","2021-07-18",14
三重県,"2021-07-12","2021-07-18",0
滋賀県,"2021-07-12","2021-07-18",0
京都府,"2021-07-12","2021-07-18",16
大阪府,"2021-07-12","2021-07-18",152
兵庫県,"2021-07-12","2021-07-18",18
奈良県,"2021-07-12","2021-07-18",4
